#Table1
ra,dec,deVRad_i,expRad_i,lnLExp_i,lnLDeV_i,z,logMass,ssfr,metallicity
136.11856650151,4.97697552291204,16.52835,6.867298,-1527.171,-3002.981,0.06956326,10.654582488952,-0.77393239736557,0.00769999995827675
140.282169577734,4.83326067704286,4.741487,2.820794,-2169.136,-780.5215,0.05597348,10.7196012477052,-1.30729508399963,0.00769999995827675
146.189857820754,5.27910741774392,2.868458,1.59031,-1401.369,-114.5011,0.08836614,10.7310365367062,-3.4043927192688,0.0120000001043081
130.042696642236,4.28198850881668,11.93712,5.660337,-4192.267,-3300.42,0.05032015,10.6754751746322,-1.26094770431519,0.0120000001043081
132.398405866087,4.42990413968853,3.413044,2.233488,-1.012134,-395.1065,0.07669564,10.4411820592896,-1.18749761581421,0.00960000045597553
134.832184052551,4.66323371899412,2.835273,1.845481,-759.4144,-156.4545,0.09481035,10.8239960696212,-1.44676148891449,0.00769999995827675
136.646479670245,5.80346588132426,4.427494,2.40795,-1927.133,-453.9874,0.05380079,10.6512216346173,-2.22788310050964,0.0189999993890524
132.423395060871,5.64788308994302,12.3259,4.853204,-133.1067,-728.8802,0.06097955,10.6718157193682,-1.29748690128326,0.0189999993890524
141.763438173928,3.32717638011032,1.89087,1.210186,-1172.426,-42.60441,0.0885599,10.5647438775851,-7.04179382324219,0.0299999993294477
139.851797760483,2.70691716372194,4.827324,3.079675,-6346.143,-995.3135,0.03663119,10.4460839267091,-7.03513717651367,0.00769999995827675
140.649641372835,3.75414673810618,1.657386,1.034357,-2412.175,-556.2737,0.08355445,10.942077664533,-33,0.00769999995827675
141.096580833811,4.06805538984012,1.457514,1.070036,-484.0788,-51.27869,0.08444968,10.5690475706529,-17.0519962310791,0.00769999995827675
137.286147608024,-0.136898096167394,12.31812,5.288579,-588.9766,-585.3123,0.07597933,11.1347703139476,-1.6686487197876,0.0299999993294477
140.731438193262,-0.0619825032806691,6.903347,3.594115,-357.3131,-639.5496,0.05463232,10.6419995136635,-1.5099618434906,0.00960000045597553
143.818416665986,-0.162962583691056,1.545591,1.184036,-335.1773,-14.15882,0.09123751,10.442985298549,-7.81539011001587,0.00769999995827675
132.760911190482,0.652711582117882,2.913844,1.845558,-6817.344,-821.0941,0.08732949,10.9768571734047,-4.74941349029541,0.0299999993294477
142.230206490622,0.646040001354028,7.843754,4.06876,-42.11161,-608.0032,0.07487816,10.3297270909445,-1.58768165111542,0.0120000001043081
134.410452897723,1.12815078416317,5.115314,2.720011,-416.8638,-271.5041,0.07185078,10.8710141940464,-1.87320423126221,0.00960000045597553
134.491794113544,1.19854782384062,2.837821,1.811333,-5559.058,-413.6001,0.07310212,10.967758751977,-4.53546094894409,0.00769999995827675
141.05424023402,-0.68216485050182,1.038208,0.8289886,-290.9653,-42.161,0.08205854,10.2404575381048,-3.40829801559448,0.0299999993294477
135.021058196258,0.0796646471726427,3.703351,2.410666,-11117.22,-1816.537,0.05377746,11.1335768957635,-1.2784012556076,0.00769999995827675
143.728382232033,0.0882298735333817,2.27896,1.298181,-83.57177,-10.31122,0.09027317,10.676287685137,-33,0.0299999993294477
140.109480280966,0.484752304836129,8.222138,3.237472,-94.8577,-658.4449,0.0878978,10.3049864377316,-0.869858503341675,0.00769999995827675
132.30573938802,0.851864490505558,13.51871,6.346054,-4383.358,-6317.269,0.04318164,10.4233763853431,-0.783242881298065,0.00769999995827675
145.444104373429,1.66703417068181,3.082319,1.843906,-1574.555,-82.76549,0.07992114,10.9900693277501,-2.08124160766602,0.00769999995827675
134.780100247889,1.44101406089702,3.390655,1.933631,-15822.93,-1331.56,0.0520757,10.9225368652287,-33,0.00769999995827675
140.61696998362,1.67359648029537,2.257833,1.531989,-2506.65,-44.08902,0.08510125,10.908291587588,-3.40829801559448,0.0299999993294477
145.295854675947,3.11544988569999,4.580949,2.951759,-10313.48,-362.2889,0.06131066,11.1080440723881,-4.29482984542847,0.00769999995827675
137.561089785771,2.40755807747722,12.54174,4.914725,-103.4844,-939.2142,0.09181148,10.4733520317201,-1.08883309364319,0.00769999995827675
145.283776379863,3.42812238721126,2.510722,1.620759,-356.5582,-525.6476,0.08730721,10.5356604367541,-1.08883309364319,0.00769999995827675
144.743745238108,4.16126656925488,3.4098,2.361822,-5221.563,-302.4787,0.0462498,10.6680905486419,-4.74274015426636,0.00769999995827675
146.734465222537,4.31394866362828,2.003484,1.555828,-287.0198,-113.0927,0.08796059,10.7061169283855,-33,0.00769999995827675
144.095451226177,4.58888913261763,0.9852887,1.038334,-208.3765,-32.19072,0.0742373,10.4966603974946,-33,0.00769999995827675
141.356026161654,2.47361182923876,1.227702,1.012671,-158.8018,-22.65676,0.08983835,10.434544770043,-3.40160775184631,0.00769999995827675
143.410094454504,4.38552419734173,4.10657,2.361001,-63.01755,-828.8972,0.08969221,10.7933719103242,-1.2345575094223,0.00960000045597553
137.298377808388,1.7344045147856,11.8983,4.759816,-801.4296,-1173.119,0.07721481,10.3741261867085,-0.596832036972046,0.00769999995827675
134.619172862273,0.637118063580769,6.90256,4.32742,-8985.44,-2447.239,0.05232876,11.1813934473117,-1.3448965549469,0.00960000045597553
132.810143914729,0.303744598126551,6.610118,3.573483,-379.6854,-1241.014,0.05227244,10.5956283910034,-1.58816206455231,0.00960000045597553
132.773894822259,1.18782454291517,1.460163,0.9638574,-900.1982,-193.3622,0.08676702,10.5252052822081,-33,0.00960000045597553
134.296972821019,1.21110797648455,10.64285,4.432291,-23.5012,-240.5622,0.07710064,10.2111318328229,-0.869129121303558,0.00769999995827675
145.892442886988,-0.33627952465076,1.500557,1.050751,-342.8931,-42.11781,0.09798842,10.4796471591477,-3.40160775184631,0.00769999995827675
134.676758921779,0.191433660486722,17.96577,6.59404,-231.3932,-5848.692,0.04062223,10.3698815981565,-0.783242881298065,0.00769999995827675
145.544621670334,0.939369465005601,3.130044,2.007796,-721.4097,-90.24954,0.08390663,11.0163036930364,-33,0.00769999995827675
130.524662025034,1.56901613993815,5.11739,2.529581,-27.20702,-215.3658,0.09444477,10.8269191295049,-1.34271347522736,0.00769999995827675
132.135844419114,1.53294265649628,1.50382,1.219798,-753.034,-36.47922,0.06757746,10.4788698864427,-7.82189416885376,0.0299999993294477
132.088808798647,1.40261128870055,3.192542,1.932746,-511.5303,-442.044,0.06637707,10.235577925986,-33,0.00960000045597553
131.703353668731,1.80824209307352,2.521435,1.526002,-3384.524,-273.6327,0.04974259,10.3488294250871,-3.42206788063049,0.00769999995827675
130.574490280896,2.20646848799687,7.718204,3.453665,-2512.613,-2724.301,0.09588049,11.0838645731549,-1.18532085418701,0.00769999995827675
144.374212037033,3.11012320466308,6.422431,2.919308,-788.6534,-520.6489,0.09495885,10.9426471940557,-1.17678380012512,0.00769999995827675
130.822967961865,2.67071464860313,3.1041,2.143865,-6.009649,-269.8022,0.09814391,10.5417642880985,-2.21525239944458,0.00769999995827675
131.017583848212,2.71152990446683,2.123277,1.649779,-9676.319,-5962.13,0.02610034,10.2584277792328,-8.85723686218262,0.00769999995827675
131.670029952089,2.63308444089225,1.403042,1.228098,-1499.513,-87.73155,0.07656212,10.6620176332702,-3.42206788063049,0.00769999995827675
141.95578946223,4.23911549327351,5.744233,3.049016,-648.8737,-530.5047,0.06274532,10.7973870998081,-1.36550521850586,0.00960000045597553
144.084099606606,2.85247276486121,5.182001,2.852116,-231.3787,-505.7067,0.07282109,10.3683231482445,-1.98188626766205,0.00769999995827675
144.552796283959,3.24266708284668,2.235716,1.503967,-418.0236,-58.79239,0.06172744,10.230519451197,-4.37331962585449,0.00769999995827675
131.348697397642,2.77401117366003,11.3609,5.227602,-61.05222,-455.3763,0.07338297,10.4423579855497,-1.34664726257324,0.0120000001043081
139.621293246426,3.4547507091983,1.191971,0.8771613,-573.5118,-24.48543,0.08624739,10.3620694401874,-1.98188626766205,0.00769999995827675
137.701448512468,3.80941322275623,1.759007,1.321781,-232.1939,-75.17683,0.07311937,10.5406409552555,-1.88875377178192,0.00769999995827675
136.050878406609,4.00629236499192,2.228297,1.555441,-3441.899,-110.9946,0.05708813,10.6326373025693,-33,0.00769999995827675
132.784625674521,3.94626194389764,1.031501,0.8293614,-661.0942,-108.2683,0.07655314,10.3629519732209,-3.35963487625122,0.00769999995827675
133.344331036122,3.95070606585978,3.549761,2.038254,-4315.412,-1272.216,0.0715045,10.708404608067,-1.13720631599426,0.00769999995827675
143.651883369865,4.83828079218148,1.780585,1.310143,-38.39002,-289.0476,0.08864056,10.4539331250759,-0.869129121303558,0.00769999995827675
142.087903124251,5.1198196049671,2.249547,1.551634,-104.8474,-1659.365,0.09777091,10.7471714573114,-0.918624520301819,0.00769999995827675
146.964365263314,5.63448091690068,1.622116,1.248173,-1692.811,-93.18417,0.09161451,10.7897230142806,-3.42206788063049,0.00769999995827675
132.951081254883,4.80483003527379,7.940269,3.938259,-1824.747,-1071.663,0.07735649,10.7506035072963,-1.35431039333344,0.00769999995827675
129.312103521258,4.69589063411397,6.074965,6.849449,-38606.61,-9123.635,0.04697105,10.9089489790745,-1.98188626766205,0.00769999995827675
131.525153067223,4.91711280503653,4.583391,2.210195,-157.1312,-136.8049,0.09667479,10.2996654482285,-2.55132269859314,0.00769999995827675
134.301653922874,5.38440514856564,6.371973,2.986001,-494.3317,-413.8178,0.07681455,10.7231443932287,-1.47685098648071,0.00769999995827675
138.136755297451,4.51412842207153,4.107703,2.386833,-119.2208,-597.3298,0.0698817,10.6991390621579,-1.22575664520264,0.00960000045597553
133.705737018733,4.54695204640979,2.417889,1.545435,-5315.349,-490.9468,0.05940111,10.6932107931288,-4.53546094894409,0.00769999995827675
137.192252744196,4.9136077201619,2.907702,1.62147,-1812.724,-7.577539,0.09446457,11.1145100910615,-1.67561328411102,0.00960000045597553
136.746939856959,5.36929682000223,1.54607,1.037103,-1145.126,-30.4573,0.06438498,10.4219347720433,-2.55541944503784,0.0149999996647239
137.212751393864,5.29652923606604,10.09291,4.105979,-7.300654,-265.9713,0.09434781,10.3922521978503,-0.721063852310181,0.00769999995827675
134.757422217864,5.6354396731045,12.32352,4.872097,-93.20663,-2241.959,0.05384831,10.4925689225665,-0.950532019138336,0.00960000045597553
137.5640374028,5.75138916563294,8.478606,3.516884,-113.1139,-600.5289,0.08518614,10.5864405751558,-0.869858503341675,0.00769999995827675
134.106547079533,5.96796827309431,2.659007,1.532557,-534.4846,-99.12386,0.09283719,10.7512798451711,-2.28609609603882,0.0149999996647239
132.092726462777,5.19011108884768,1.400363,1.141376,-730.8979,-25.21941,0.06034798,10.3740347211416,-3.36617708206177,0.0299999993294477
142.141031005086,3.648095269988,1.759259,1.295207,-280.7463,-23.66588,0.08839188,10.2430635595831,-33,0.0299999993294477
142.172736644475,3.66725298291637,6.37308,2.797291,-135.315,-511.0201,0.08715496,10.3231845037283,-0.774918735027313,0.00769999995827675
144.307173406616,4.90836282519975,5.632466,2.483907,-46.74584,-456.2592,0.0975558,10.3503780986708,-0.76315313577652,0.00960000045597553
145.443217745761,5.49001655487824,5.116614,2.765268,-16.20065,-669.1605,0.09554112,10.7037844501767,-1.2784012556076,0.00769999995827675
134.585840838962,-0.39615822546782,5.115846,2.957585,-1134.259,-1119.711,0.070628,10.6694016194625,-33,0.0299999993294477
140.993325353777,4.01592584967518,1.514963,1.180002,-302.871,-29.86116,0.08349329,10.3421544169611,-2.55261540412903,0.00960000045597553
141.017979562882,4.01779874774997,4.121949,2.368555,-528.1642,-113.7936,0.08613516,10.7432450211083,-1.71574354171753,0.00769999995827675
135.144538070922,0.757965345378098,2.863372,1.903256,-3319.722,-399.4406,0.07082708,10.8848261039369,-6.12713098526001,0.00769999995827675
140.994429087916,0.27042860458297,10.7602,4.392964,-279.8687,-1129.196,0.07051044,10.3551666858516,-0.565437436103821,0.00769999995827675
143.052077796322,-0.693049585005237,4.19108,2.034832,-158.6635,-1464.036,0.07573777,10.3365810896943,-1.17678380012512,0.00769999995827675
138.017938816725,0.421799439832051,3.174814,2.250803,-6776.666,-279.9049,0.05465464,10.7334277959309,-4.53546094894409,0.00769999995827675
139.380846315401,0.428217481297804,1.910172,1.290937,-1201.977,-96.57171,0.09137388,10.7646665641065,-4.53546094894409,0.00769999995827675
140.097828577318,0.524165269320149,2.150798,1.434398,-32.25132,-644.0101,0.08481692,10.4926663770242,-0.918624520301819,0.00769999995827675
140.974038948206,1.82005639011105,13.18249,5.581535,-95.97363,-249.4035,0.05638781,10.3411142655659,-1.51264643669128,0.0189999993890524
142.204461006982,2.28121120834259,5.099116,2.423703,-1658.126,-433.6345,0.09214034,10.8677347582453,-2.55132269859314,0.00769999995827675
143.999389734985,2.46282994660773,3.841202,2.357423,-2701.022,-442.9205,0.0503336,10.6504627435669,-3.42206788063049,0.00769999995827675
145.528604297586,2.43445670749912,9.891314,4.34528,-1674.378,-2570.679,0.04799161,10.398092125032,-0.636840045452118,0.00769999995827675
139.76958146978,0.750897747507011,5.454308,2.883639,-6.517887,-453.2112,0.08813903,10.6999230644413,-1.28057014942169,0.00960000045597553
140.295523085014,0.817479600617497,7.559567,3.741898,-86.56401,-675.1884,0.08793066,10.8144648405673,-1.74138498306274,0.00960000045597553
139.692793139474,1.14663433202201,7.414776,3.627038,-110.4214,-237.378,0.08037953,10.7879208211272,-1.22945630550385,0.0299999993294477
140.928904791,1.34922693570037,10.28396,6.719468,-33529.15,-2143.015,0.02551346,10.9426188765451,-33,0.00960000045597553
141.744705716947,2.04521368249871,2.666258,1.493796,-321.6366,-23.43753,0.08528575,10.5724786787638,-1.47197210788727,0.00769999995827675
144.746309457095,2.135455058671,2.470101,1.318712,-1620.801,-117.6091,0.09968833,10.9763026042974,-2.55801248550415,0.0299999993294477
135.383507117762,2.06211056737874,1.749625,1.248487,-2828.016,-93.12225,0.0569576,10.5629659491599,-4.74274015426636,0.00769999995827675
145.490891452818,3.13247751002919,13.02094,5.757715,-1316.323,-9911.59,0.0460423,10.8682708207496,-0.983917713165283,0.00769999995827675
142.54962169024,3.71490710330715,2.332942,1.815084,-4361.143,-180.9753,0.05926709,10.6305832624769,-2.55132269859314,0.00769999995827675
146.190506569532,2.91910451205862,1.231976,1.016242,-199.1821,-10.56357,0.09353244,10.6461373196495,-1.90405082702637,0.00960000045597553
