#Table1
ra,dec,deVRad_i,expRad_i,lnLExp_i,lnLDeV_i,z,logMass,ssfr,metallicity
135.550413764302,0.293663132320899,0.7971222,0.6825312,-313.9352,-21.26523,0.05856571,10.2731434510879,-4.04968404769897,0.00769999995827675
141.886973328222,0.828180555769927,1.127292,0.9420272,-207.6629,-4.901063,0.07677312,10.5276120610177,-1.36186742782593,0.00769999995827675
142.885876495621,0.661384365145231,3.810675,2.473245,-330.6297,-414.117,0.07146668,10.447729526424,-3.40293836593628,0.00960000045597553
142.470769253784,-0.799356142356706,6.376482,3.232774,-73.95533,-617.1096,0.09776571,10.6754335729237,-1.17678380012512,0.00769999995827675
146.592720141964,-0.760256690861354,5.761194,2.911469,-374.1718,-379.7821,0.06495924,10.3409186109353,-0.807767570018768,0.00769999995827675
135.456544733095,-0.397924305470312,2.793904,2.227616,-13369.56,-564.498,0.05289816,10.8487863205223,-3.40829801559448,0.0299999993294477
146.105518336522,-0.28542129509157,1.064655,0.8392921,-530.9028,-55.27381,0.08990419,10.5560061916399,-3.42206788063049,0.00769999995827675
146.901262949083,-0.413156100001897,1.187824,0.9888765,-1103.022,-124.6184,0.05654794,10.3652870844251,-2.23599648475647,0.00769999995827675
136.888531535571,0.0815823559631874,1.884915,1.243188,-203.2261,-10.5788,0.07770197,10.367448306595,-1.13923680782318,0.00960000045597553
144.110289134126,0.0317742051418736,3.297181,1.972895,-498.5527,-630.8763,0.0898395,10.6719685649566,-2.55132269859314,0.00769999995827675
146.227800840385,0.0435566061466747,0.8861198,0.9177359,-158.12,-34.44479,0.09139155,10.6514977036682,-5.1751561164856,0.0299999993294477
132.582383016005,0.566160962010538,1.784993,1.295422,-1951.06,-130.3724,0.06721658,10.4353369385927,-1.98188626766205,0.00769999995827675
134.253335026831,0.505537999550189,5.825159,3.525204,-14175.19,-2880.875,0.05310966,10.8271677932478,-4.74274015426636,0.00769999995827675
142.890376733978,0.568925274310341,1.66345,1.341965,-1311.301,-89.44794,0.07567731,10.6907068143696,-4.74274015426636,0.00769999995827675
142.828528125857,0.565150721026535,7.937883,3.602473,-346.9944,-478.8626,0.07208385,10.7372728823723,-1.34271347522736,0.00769999995827675
142.928173695034,0.593557954950414,9.495248,4.017195,-1256.937,-2995.746,0.07229539,11.001452738611,-0.927814185619354,0.00769999995827675
145.311802318661,0.503311976903284,0.7499403,0.7947719,-99.28072,-25.4093,0.0984159,10.5107143872569,-4.04968404769897,0.00769999995827675
145.342525175884,0.622828919110102,9.101768,3.863258,-606.7494,-1150.551,0.0834139,10.9870185542692,-1.29254388809204,0.00769999995827675
134.436768778887,1.37376177084136,7.472957,3.290134,-801.7943,-800.4898,0.070537,10.7058261800095,-2.55407476425171,0.0120000001043081
143.214335385968,2.35749485867656,1.674427,1.077121,-1362.886,-15.82869,0.08163374,10.9279237098779,-3.59031319618225,0.00769999995827675
131.750286138705,1.33268656273914,5.046553,2.880988,-1463.767,-545.8399,0.08672901,10.9293300263095,-1.2784012556076,0.00769999995827675
133.649971676275,1.43498849381098,17.95132,6.384352,-991.4315,-3467.009,0.05128636,10.5996696299075,-0.8168625831604,0.00769999995827675
134.322734805659,1.38311034094606,1.409243,1.028334,-682.4233,-13.75362,0.07280564,10.474890480741,-3.42206788063049,0.00769999995827675
134.738137382467,1.43825593176067,2.864886,1.915211,-6605.272,-330.9951,0.05200364,10.7754627042574,-3.42365455627441,0.00960000045597553
142.077523759671,1.665402003331,5.370064,2.667447,-64.75482,-955.8081,0.07575791,10.2326054128283,-0.596832036972046,0.00769999995827675
142.858416028865,1.69916073385712,1.385892,1.210739,-370.7728,-57.20112,0.07251865,10.6717705594587,-11.443455696106,0.00769999995827675
131.787643780476,1.85343369757001,10.87747,4.587622,-346.494,-1790.803,0.05031078,10.3247350956021,-0.825616121292114,0.00960000045597553
131.444046826626,2.19928089849043,5.189455,3.079382,-353.2016,-402.1771,0.07571214,10.7242204251427,-3.42206788063049,0.00769999995827675
131.245573458194,2.05166264292903,2.157415,1.607652,-1261.942,-318.2442,0.0509483,10.2697802369953,-1.29956674575806,0.00769999995827675
138.956879341269,2.42644125417682,3.248285,1.899261,-535.0282,-450.9384,0.09170641,10.8302217469118,-1.13720631599426,0.00769999995827675
146.187934843735,5.15665674880536,4.849768,2.774918,-2520.417,-842.2033,0.08819832,10.904920521938,-2.55745387077332,0.0240000002086163
129.180134794797,3.97970640931137,8.16649,5.709978,-18912.61,-5003.29,0.06129989,11.1652414213057,-33,0.00769999995827675
130.173626817958,4.40069652175649,0.9809558,0.8297023,-354.7395,-185.6468,0.09802914,10.4667000671798,-7.04179382324219,0.0299999993294477
130.921947107776,4.50878990865671,0.9134278,0.8205364,-445.6191,-77.39777,0.09505626,10.7807010378978,-6.12713098526001,0.00769999995827675
132.236762434124,4.60424229486347,7.533648,3.811159,-143.6608,-484.1276,0.07696522,10.8717309708218,-1.89452815055847,0.0299999993294477
131.107841608908,4.2326089264059,1.391082,1.284978,-262.2061,-89.73637,0.09698164,10.7002966715068,-7.04179382324219,0.0299999993294477
133.553380575799,4.57501621630517,1.678269,1.231875,-1563.722,-217.4778,0.07647655,10.6818542103011,-7.82189416885376,0.0299999993294477
135.938929730122,4.77678539545028,1.827468,1.26507,-1773.948,-4.626992,0.05749573,10.500099207453,-33,0.00769999995827675
138.75689119646,5.09340115100381,1.785384,1.248175,-2092.533,-154.0325,0.05708544,10.4079351573834,-4.74274015426636,0.00769999995827675
128.135404342695,4.38511151351487,3.027627,2.07159,-882.0409,-387.1296,0.06518634,10.4993693103919,-4.53546094894409,0.00769999995827675
139.941049910552,5.61630194652348,1.821604,1.221622,-2012.8,-99.56676,0.08943238,10.708399755628,-3.40160775184631,0.00769999995827675
129.926033922901,5.06405717899146,0.7711647,0.7596493,-20.42418,-140.8416,0.09951434,10.5732436384709,-24.6862144470215,0.00769999995827675
132.10403902703,5.26765818841536,6.469462,3.106533,-71.77145,-1420.158,0.07234987,10.8187373320371,-1.2784012556076,0.00769999995827675
139.999969790022,2.12925655917024,7.940912,3.192387,-226.0629,-169.1293,0.08758533,10.6795891837347,-0.964569628238678,0.00769999995827675
136.940939596069,0.0579643509022058,11.13543,4.577314,-885.2673,-1537.565,0.08733046,10.4223429608505,-1.30606245994568,0.0299999993294477
146.055768488568,5.39586909022263,7.941149,3.950728,-441.4259,-425.4965,0.08729094,11.0044864567364,-1.42060160636902,0.00960000045597553
145.488760271135,5.59808775531903,5.687581,3.117108,-160.8375,-2174.604,0.07557522,10.8507287676022,-1.58589065074921,0.00769999995827675
135.423503429466,0.582764697343219,6.29979,3.081499,-1511.884,-509.2892,0.05283346,10.3837483765978,-0.831685483455658,0.00769999995827675
143.770386901419,5.49620666764007,5.760061,2.674229,-163.3023,-63.50677,0.08994356,10.6545592872338,-1.18064403533936,0.0120000001043081
134.986605676167,0.788171213551006,3.021662,1.912561,-23.19851,-977.9463,0.05230939,10.2942445151028,-1.4517205953598,0.00769999995827675
144.449139874471,3.132530504747,7.27056,3.610214,-2726.484,-100.4399,0.09359222,11.1049392427657,-4.74274015426636,0.00769999995827675
144.34708848015,3.5341934097414,3.265828,2.063938,-1065.704,-739.2718,0.07707402,10.7230647897533,-7.04179382324219,0.0299999993294477
131.368726698981,3.04204118581262,2.395564,1.312667,-3780.546,-944.1832,0.07897267,10.7771844655893,-4.74411392211914,0.00960000045597553
130.441779653085,3.40691830916259,3.790729,2.392614,-6134.375,-611.4896,0.05010675,10.9418909638634,-11.3608722686768,0.00769999995827675
140.025321490306,4.01289522694997,2.732334,1.822302,-661.4763,-143.6805,0.09753086,10.6188525788635,-1.36923861503601,0.00769999995827675
140.992632916906,4.11398779998659,3.603669,2.041602,-2920.855,-586.2199,0.08540957,10.8700540593075,-4.53546094894409,0.00769999995827675
145.661609516088,2.9644441935048,7.684218,3.928393,-94.1682,-420.035,0.07102832,10.2886303680329,-3.42206788063049,0.00769999995827675
130.123380646895,2.37446747220874,3.968003,2.784516,-9228.207,-749.2532,0.05003113,10.846113372587,-2.55801248550415,0.0299999993294477
139.011671813306,2.86348117173655,5.785241,2.95353,-571.4973,-1337.346,0.09965775,10.9775123468993,-1.64501941204071,0.00960000045597553
141.065873182885,3.17751778983989,18.8081,6.381847,-776.1068,-3997.94,0.05724086,10.6573957875967,-0.810598254203796,0.00960000045597553
141.574577634282,3.47655028858487,4.423092,2.370043,-1212.06,-491.8028,0.08632593,10.8695418312896,-2.67303490638733,0.00769999995827675
140.537907746007,3.95962754176962,9.28395,4.38677,-105.355,-1237.117,0.05738837,10.3618815020309,-0.871155500411987,0.00960000045597553
136.781710320476,4.06681318987719,2.174104,1.489809,-2795.221,-152.8226,0.09482626,10.9363419182546,-33,0.00769999995827675
134.195770052359,3.69952599267417,2.502955,1.887341,-927.4828,-623.7322,0.07215326,10.6627708204766,-1.23414433002472,0.00769999995827675
135.369218821482,3.72058674455253,8.483047,6.056304,-43772.35,-3859.895,0.01274111,10.7506070009171,-33,0.00769999995827675
133.70727853625,3.86904301475397,0.9953867,0.8035614,-739.1127,-32.4001,0.09782903,10.5355148833337,-6.28481912612915,0.0299999993294477
137.64499956898,4.2721182822216,2.579274,1.532899,-694.4108,-33.35914,0.07452717,10.3422496692829,-2.55132269859314,0.00769999995827675
139.51060027623,5.69930902519981,2.646766,1.880797,-1579.322,-432.0377,0.05947167,10.4156487773141,-2.55132269859314,0.00769999995827675
139.768448971801,5.88618943669934,8.904504,6.016129,-12541.46,-4366.251,0.04631507,10.8350968938526,-1.13720631599426,0.00769999995827675
140.217740391934,4.83869423343779,1.265594,0.9571508,-272.3857,-7.794544,0.08128674,10.3446591660568,-4.74411392211914,0.00960000045597553
146.629629363229,-0.465660529958573,3.45284,1.916762,-1037.316,-362.1075,0.0893447,10.8250634432614,-1.58104228973389,0.00769999995827675
133.406017747474,0.736020834861132,5.629682,3.104259,-3099.627,-1038.199,0.04094305,10.9524277226329,-1.89360702037811,0.0189999993890524
145.229933953974,0.762553006148654,1.368424,1.177576,-297.542,-200.9266,0.04707855,10.3183483753412,-4.93291616439819,0.00769999995827675
132.023136021215,1.11460530545371,2.379685,1.586415,-528.7322,-190.0308,0.08737153,10.5638314031425,-2.55261540412903,0.00960000045597553
132.754078673197,1.05665114061378,2.123557,1.661646,-1177.767,-544.7379,0.07080726,10.6122889245951,-2.55801248550415,0.0299999993294477
146.607219162907,-1.24076432448351,4.418142,2.317627,-2055.116,-128.2108,0.0906017,10.9062450142022,-7.03513717651367,0.00769999995827675
130.41351018704,0.974088020430642,3.823698,2.224533,-232.798,-479.9415,0.05968515,10.3662149251546,-0.983127653598785,0.00769999995827675
132.167557807179,1.0387989101087,11.48071,8.732877,-39638.92,-4771.869,0.02875791,10.9114297928077,-4.74274015426636,0.00769999995827675
133.259624798982,1.91792607061617,5.716455,2.801857,-351.5192,-424.0645,0.07230136,10.4478745328796,-1.00752663612366,0.00769999995827675
130.814801268311,3.69069772821275,9.175613,3.931466,-8605.593,-999.6697,0.04991752,10.843262975464,-1.14763855934143,0.00769999995827675
144.32836332675,5.06414339346849,5.413496,2.7659,-146.8082,-265.2873,0.08853017,10.5663525744775,-1.01165211200714,0.00769999995827675
133.268036696529,4.30704140003208,1.237724,0.8353258,-1257.708,-44.09287,0.09720666,10.5223015327335,-3.40829801559448,0.0299999993294477
135.421967052256,4.57462014915459,1.720297,1.23838,-3308.887,-204.1354,0.09399526,11.0258413142803,-6.61380672454834,0.00769999995827675
140.106853999126,5.47652932998377,2.55052,1.85108,-838.5649,-171.3503,0.08091846,10.6614767395049,-33,0.00769999995827675
131.071360115532,5.00517776951161,7.939085,3.028203,-57.39869,-948.0518,0.09665252,10.3646815889732,-0.571908950805664,0.00769999995827675
134.745589427249,5.2595763435501,3.000802,1.642958,-5903.42,-286.445,0.06633648,10.6851178216614,-2.55132269859314,0.00769999995827675
135.708837072758,5.53131055616569,2.18546,1.277429,-957.4304,-6.881773,0.09359179,10.5256771744524,-1.29956674575806,0.00769999995827675
136.164765862008,5.51205421619452,6.653719,4.734041,-21865.3,-4312.661,0.03337362,10.6409008880249,-1.98188626766205,0.00769999995827675
135.676284868175,4.37777486739495,1.989675,1.510742,-486.0487,-60.37329,0.09506184,10.9318893000593,-2.24193453788757,0.0240000002086163
138.802931698239,4.76874980330384,4.346919,2.369051,-14.00618,-226.8877,0.09180879,10.253996840795,-0.566883862018585,0.00960000045597553
129.014833103722,4.08911619699117,1.547497,1.275642,-538.6931,-86.18191,0.06435413,10.257473166738,-4.74274015426636,0.00769999995827675
133.937837085409,4.56288856142471,11.3004,4.197039,-124.0804,-712.5018,0.09568864,10.5423564160668,-1.25805234909058,0.00769999995827675
132.898449311735,4.85154083805643,1.886403,1.25741,-1221.397,-103.3691,0.07720868,10.5072452731408,-2.55261540412903,0.00960000045597553
139.886153440615,5.63640307438523,8.483497,4.548955,-7068.66,-3304.367,0.05891135,10.890680220628,-1.05447793006897,0.00769999995827675
131.976518054882,5.70131874458561,2.241852,1.269415,-5225.686,-1055.229,0.07193936,10.7620260382252,-2.55801248550415,0.0299999993294477
134.09672076862,5.83039548819378,2.646686,1.506521,-579.0029,-36.83993,0.0950027,10.9176568114371,-3.40829801559448,0.0299999993294477
134.09888224812,5.88887055695217,0.6055704,0.5198103,-172.4447,-1.182105,0.09493188,10.6262579510319,-3.13139224052429,0.00769999995827675
127.496203862467,5.64409822881192,3.36842,2.090968,-137.4469,-22.66553,0.07442128,10.6506576873254,-1.45169138908386,0.0189999993890524
136.745835139891,0.542773036846254,5.952729,3.126513,-468.9999,-179.4823,0.0536399,10.4801157495151,-1.51256024837494,0.0149999996647239
134.651678507839,1.16629356219732,2.366527,1.558741,-536.3843,-175.6994,0.07275097,10.3122493158411,-2.55132269859314,0.00769999995827675
140.936634388437,-0.517956473197875,9.141271,4.448213,-1839.944,-1737.593,0.05609871,10.8657697922625,-1.42984199523926,0.00769999995827675
139.127907335257,-0.160365894260477,2.363892,1.493741,-1339.863,-96.56696,0.08726668,10.664861960018,-2.55801248550415,0.0299999993294477
140.974990103059,-0.682628363900895,5.103311,2.783154,-2383.739,-950.3802,0.0553996,10.4486189864695,-0.965798258781433,0.00769999995827675
139.223783784786,0.191381120479473,2.1525,1.351714,-37.25988,-291.8632,0.09187068,10.294812641924,-0.783242881298065,0.00769999995827675
145.116246725603,0.134460650804232,6.041663,2.783315,-142.88,-1845.401,0.0794544,10.5690850622758,-1.14763855934143,0.00769999995827675
141.179645650617,0.559887647082359,2.647101,1.851619,-733.0161,-389.5398,0.07034956,10.6304998423509,-1.29254388809204,0.00769999995827675
144.215883339126,1.1233427042197,4.076395,2.3657,-10331.32,-92.66193,0.05104952,10.9693526646707,-7.03513717651367,0.00769999995827675
146.025070992737,2.02573639433774,3.44339,1.720369,-22.24498,-201.9849,0.0937156,10.5901484123292,-1.34855818748474,0.0299999993294477
141.424891233498,2.23968787842668,12.73698,5.667319,-4428.964,-755.6208,0.05735427,10.9167557610804,-1.75784420967102,0.00769999995827675
146.151853770428,2.40088027480428,4.994736,2.421615,-3622.601,-171.9212,0.08641628,11.1918168857235,-1.47345352172852,0.00769999995827675
139.827700003569,1.1671614967077,12.32511,4.250547,-119.7937,-763.67,0.08067753,10.4066303099494,-0.877123177051544,0.00769999995827675
145.108086255942,2.75479593464997,10.66546,5.069861,-317.3402,-1954.864,0.04616478,10.535714956641,-1.47747552394867,0.0149999996647239
144.405451380036,3.10152091729285,1.391926,1.166306,-319.6163,-40.09961,0.07373362,10.2957116287565,-3.40160775184631,0.00769999995827675
137.069389884467,2.97519518626002,1.213107,1.021664,-597.1041,-14.21221,0.09331318,10.7645389772701,-5.43444299697876,0.00769999995827675
138.321096213911,3.5196291668196,3.186125,2.034488,-4953.027,-430.7991,0.05691599,11.0119257289379,-13.6392660140991,0.00769999995827675
142.587929369324,3.71934692045037,1.301303,1.027603,-167.2671,-70.16619,0.089854,10.3907610001569,-2.55261540412903,0.00960000045597553
145.737574790061,4.399942862787,2.955068,1.905624,-4639.168,-68.75666,0.08790407,11.1672109919853,-33,0.00769999995827675
132.303901424442,2.61499807203835,11.89533,5.062856,-582.5712,-335.0571,0.0584732,10.6589309125909,-1.5099618434906,0.00960000045597553
137.272249897609,3.32484878456861,2.196174,1.498734,-456.8589,-379.118,0.07010395,10.3191805267508,-3.40160775184631,0.00769999995827675
144.068940378882,3.64571836014287,2.210379,1.507533,-5932.837,-543.2811,0.08690174,11.07203002434,-3.42206788063049,0.00769999995827675
146.433014577415,3.81676400133464,9.18804,4.4312,-29.8692,-301.6409,0.07046869,10.5854716033665,-1.51264643669128,0.0189999993890524
146.959313817113,3.76504232374056,1.637654,1.246487,-150.5159,-38.43702,0.07207713,10.2331590613314,-1.22945630550385,0.0299999993294477
140.356515631613,3.8620206783211,3.711099,2.059494,-691.2875,-594.0537,0.08557467,10.4476276335587,-0.918624520301819,0.00769999995827675
145.215026939153,4.10937013624595,3.110947,1.853018,-58.15737,-440.4653,0.07831191,10.5776331483314,-1.24139904975891,0.00769999995827675
145.445813720587,4.17394973915775,1.192863,1.172659,-2969.864,-293.4886,0.0683183,10.4797246391615,-1.98188626766205,0.00769999995827675
138.392366549473,4.14392490051507,1.227429,1.008168,-442.0195,-43.26329,0.07553472,10.3941567280884,-3.40160775184631,0.00769999995827675
144.920459244126,4.55564341268231,4.096381,2.694073,-1311,-947.0486,0.07824835,11.0132533037765,-1.36874985694885,0.00769999995827675
131.870639488894,3.68781319421842,3.052356,1.950284,-5647.257,-793.214,0.07753912,10.7464948011879,-3.40160775184631,0.00769999995827675
139.570171168592,4.9031484990614,1.379869,1.085222,-1141.83,-70.70705,0.07258264,10.5529041023752,-2.67144703865051,0.00960000045597553
141.046996228431,3.4511268145688,1.302922,1.027305,-1020.482,-75.58213,0.08569468,10.4342391261649,-1.29956674575806,0.00769999995827675
137.512346586104,2.32893518016307,3.90564,2.79324,-10071.83,-1075.723,0.03884214,10.5418476501133,-33,0.00769999995827675
142.911632634039,0.24135302124203,12.3174,4.364707,-78.77718,-162.1656,0.07267125,10.2010902820953,-0.703365206718445,0.00960000045597553
145.868109318099,0.829400963350654,2.8848,1.922155,-409.8211,-128.5093,0.08260037,10.6916768144705,-2.21525239944458,0.00769999995827675
143.835213130277,0.105700282983837,2.969435,1.918663,-4444.509,-166.2207,0.08931868,11.0950031400186,-5.67775964736938,0.0299999993294477
145.218778031565,0.147038968861957,8.677203,3.80546,-951.8655,-1541.88,0.08318624,10.6854589353823,-1.43960499763489,0.00769999995827675
146.608070512742,0.0476782383806453,4.060408,1.870037,-3.256512,-170.0835,0.09212417,10.2025355926637,-0.961792767047882,0.00769999995827675
146.729008855571,0.0269572621706323,1.494529,1.226835,-395.4516,-59.64471,0.05665967,10.6087407345297,-7.17450141906738,0.00769999995827675
139.497495042193,0.611639457626156,4.559449,2.589471,-1689.719,-297.4692,0.09158603,10.9579447314952,-1.90621316432953,0.00769999995827675
142.208693873656,0.437843748591816,0.8429915,0.7744691,-260.8307,-22.06477,0.07396367,10.3337165658475,-2.66989159584045,0.00769999995827675
144.636710651579,0.492588357956897,2.075766,1.336298,-1432.165,-59.25927,0.09032849,11.15269419766,-13.6392660140991,0.00769999995827675
139.690175235906,0.929945974251727,8.289991,3.889281,-1290.743,-1088.477,0.08774571,10.8638228157261,-1.07095527648926,0.00769999995827675
141.534327719007,1.02323856207591,3.377013,1.843881,-1968.912,-122.3746,0.06948163,10.4883549276634,-1.98188626766205,0.00769999995827675
145.000152964426,1.10623059881916,4.048759,2.042419,-4886.473,-165.0376,0.06047951,11.0395228588895,-7.79407644271851,0.00769999995827675
143.429290911886,1.60534897559103,4.467117,2.424797,-8568.296,-1259.6,0.07271196,11.045010048359,-2.55801248550415,0.0299999993294477
140.898577518755,2.00494232825263,5.979611,2.595493,-65.59132,-288.7777,0.0896358,10.4491625879569,-0.673441529273987,0.00769999995827675
146.364857915887,2.66542804558146,6.229499,2.837617,-29.21257,-340.6507,0.09221274,10.4164349776399,-0.701623976230621,0.00769999995827675
136.04997261888,2.44036183862023,3.46265,2.299386,-2387.425,-313.2565,0.07096674,10.5650763052915,-1.98188626766205,0.00769999995827675
132.760686434484,4.21905185809004,0.4847956,0.5448831,-37.39318,-124.4832,0.09651821,10.448303190732,-1.44676148891449,0.00769999995827675
129.930449230127,4.33651384323516,4.232001,2.596183,-497.5373,-1062.251,0.06100611,10.6522086349439,-1.74317741394043,0.0120000001043081
144.863451376711,5.88394105499738,2.774334,1.899467,-6.233172,-280.8445,0.08353635,10.4221897289336,-1.05661308765411,0.00960000045597553
135.86826931671,5.97105694535117,2.333374,1.51497,-1103.298,-50.48814,0.0640929,10.3903585395146,-4.74274015426636,0.00769999995827675
146.107826788931,5.33293071061898,12.25686,4.176424,-37.23154,-743.2203,0.08695239,10.4053577943595,-0.721063852310181,0.00769999995827675
127.672919213282,4.01344129695189,20.36176,8.409181,-241.688,-2683.681,0.0490327,10.5813313892136,-0.846474647521973,0.0189999993890524
131.623269487168,4.33923397481785,0.7189624,0.7689921,-126.2382,-6.470105,0.09003223,10.2167529243795,-1.09414148330688,0.0189999993890524
133.909945252995,4.98460681308984,2.591338,1.734087,-445.0536,-119.2488,0.09228455,10.7133451209656,-2.66989159584045,0.00769999995827675
131.349634899046,4.69822370913002,4.107397,2.092119,-43.87931,-373.0404,0.09971476,10.6725719227432,-1.17678380012512,0.00769999995827675
132.368834751293,5.74865966115026,5.581186,2.936853,-1429.73,-446.7639,0.06389594,11.04910633778,-1.9751124382019,0.0299999993294477
131.33886307742,5.91771351072502,3.296319,1.642253,-73.8775,-498.1834,0.06389038,10.3961352493225,-0.948438107967377,0.00769999995827675
140.033812778319,1.9357368954059,4.249057,2.312995,-171.0317,-219.7578,0.0847661,10.4608137095156,-1.13935005664825,0.00960000045597553
137.420074663103,-0.466233091339418,5.622967,3.025279,-2244.224,-2270.83,0.07012747,11.027068662833,-1.22360193729401,0.00769999995827675
133.485200630868,0.215562241014178,12.3205,4.599411,-1303.919,-6023.852,0.05090116,10.498097342046,-0.761288523674011,0.00769999995827675
130.431265620407,1.53061844235121,11.45801,5.721309,-6975.983,-2039.783,0.04997509,10.8807811625883,-2.55132269859314,0.00769999995827675
132.069928685825,1.35810638990397,4.324474,2.335109,-981.5529,-76.37041,0.06704281,10.4705152412762,-1.98460483551025,0.0120000001043081
131.353126512315,1.79745059302296,2.941174,1.556864,-244.3032,-10.58074,0.07559749,10.248325228395,-2.55132269859314,0.00769999995827675
131.306041301887,2.2177549839627,4.176053,2.148948,-684.2823,-114.8698,0.07579108,10.6447428206196,-6.13154649734497,0.0120000001043081
143.088787581716,2.97551452921606,7.790243,3.173146,-239.0428,-130.886,0.09003685,10.4651181555889,-1.08883309364319,0.00769999995827675
130.882731396642,3.08625763010175,2.7061,1.606935,-1708.663,-75.55623,0.07847191,10.8007438715637,-2.66989159584045,0.00769999995827675
131.769622861841,3.00684451281967,2.616575,1.86457,-5563.392,-133.3249,0.06518205,10.8055421294285,-7.03513717651367,0.00769999995827675
132.215651875947,3.12515714192296,5.322289,3.158579,-2121.752,-456.8547,0.06000468,10.8110991229569,-1.61841905117035,0.0189999993890524
142.787378375379,3.78117016964271,1.723458,1.245446,-871.726,-14.01011,0.08883695,10.7555701623835,-4.53707218170166,0.00960000045597553
138.166427352635,3.9193864284661,5.568412,3.604297,-3597.879,-1157.756,0.07572852,10.8789116476959,-1.05661308765411,0.00960000045597553
145.643448384914,4.41542959226271,1.894771,1.219339,-2482.36,-197.4074,0.07332385,10.6272073760087,-3.42206788063049,0.00769999995827675
145.30285979066,2.82888087923189,1.431485,1.021522,-1141.104,-34.99947,0.06118632,10.259249358705,-3.40160775184631,0.00769999995827675
138.493020251354,2.90265906063198,1.865569,1.255982,-1542.289,-189.9598,0.07222374,10.315255426973,-1.58499908447266,0.00769999995827675
140.604250382605,2.99728741439502,1.116075,0.9604036,-1766.609,-51.80202,0.08570156,10.6126426497438,-1.98188626766205,0.00769999995827675
131.726038338579,2.91575208921684,4.579999,2.794606,-3556.394,-210.5826,0.06551354,10.6277281264445,-1.98314702510834,0.00960000045597553
134.756710831514,3.12906007206615,1.323519,1.036094,-362.1684,-44.63299,0.07154337,10.2308214663865,-1.9885436296463,0.0299999993294477
135.157953885711,3.23152122261971,0.994176,0.7886652,-532.6565,-49.22171,0.09828857,10.4115016144748,-3.40160775184631,0.00769999995827675
140.963582609349,3.55199699771709,8.671399,4.512805,-261.9181,-969.6693,0.0907205,10.8579943700969,-1.4860634803772,0.0189999993890524
144.308947809942,4.16979959445969,12.42659,4.859517,-909.1053,-2503.206,0.07430226,10.6520151351494,-0.761288523674011,0.00769999995827675
138.370399783142,4.10358870451694,1.587254,1.183475,-1909.76,-156.2443,0.08595479,10.7181976532076,-4.74274015426636,0.00769999995827675
137.65177454061,4.59638557470335,1.958177,1.214932,-1409.695,-71.69839,0.09001284,10.6425137442805,-3.40829801559448,0.0299999993294477
137.858452446076,5.83222844611117,3.554213,1.90801,-19.84269,-502.2194,0.09769328,10.3572757885507,-0.701623976230621,0.00769999995827675
137.355982945523,5.88611338430302,3.29858,1.916735,-2177.161,-1077.156,0.0583951,10.6933721442406,-5.67775964736938,0.0299999993294477
142.789646771973,3.42173902035788,2.110162,1.500254,-400.9134,-197.626,0.08977056,10.6082215496601,-1.14763855934143,0.00769999995827675
137.24584898148,0.6339756656456,2.166545,1.470951,-6335.804,-1117.755,0.05340995,10.2924139218922,-4.74411392211914,0.00960000045597553
135.906637861266,1.29666521992258,3.028742,1.930889,-1784.286,-212.2193,0.09370808,10.6696253138153,-7.03513717651367,0.00769999995827675
137.426767881395,2.67538118249175,3.365404,2.074394,-3928.153,-623.0079,0.05125654,10.6572391422448,-3.42206788063049,0.00769999995827675
145.681099905386,-0.867224653278381,3.721366,2.256792,-8161.797,-1713.69,0.06759457,10.8405146419485,-4.54210615158081,0.0299999993294477
146.05730387255,-0.0970296857105921,2.969863,1.960636,-5854.952,-181.7533,0.03673035,10.4704425440383,-4.53546094894409,0.00769999995827675
146.079410659265,-0.680957270955823,2.09824,1.59169,-805.4495,-565.1391,0.06727324,10.5517320111185,-1.50110018253326,0.00769999995827675
146.222253348606,-0.375901187288793,3.926589,2.086439,-268.4261,-1989.372,0.06740563,10.8802225641578,-1.41840445995331,0.00769999995827675
129.501267428496,3.77228602923837,7.971973,4.617732,-1577.139,-3724.151,0.02889061,10.2814695053308,-1.85818564891815,0.0120000001043081
129.425101682269,3.92089466604617,1.981683,1.514349,-2301.672,-203.8955,0.0478954,10.2082865779609,-3.42206788063049,0.00769999995827675
133.93767233111,4.48435643887195,5.949547,2.849139,-385.7763,-520.5281,0.09624717,10.563829699168,-1.09195411205292,0.00769999995827675
139.271424274371,4.8938630973211,2.315912,1.641142,-1106.255,-144.8587,0.09196039,11.0973561028917,-2.88026309013367,0.00960000045597553
129.522809064004,4.32838870567774,10.24335,6.187688,-19450.93,-3116.599,0.04683802,11.1386971037726,-2.22256422042847,0.00769999995827675
132.973797170643,4.63287955703827,1.062453,0.8395894,-1736.397,-104.3327,0.07797684,10.4915563970317,-7.04179382324219,0.0299999993294477
135.124509583107,5.33481596288635,1.342394,1.038607,-1781.492,-53.69239,0.05750148,10.5043240745279,-4.05698299407959,0.0299999993294477
140.290923151912,5.92087453803337,6.516305,3.396465,-881.5518,-2044.223,0.08073283,11.0830796560195,-1.09648907184601,0.00769999995827675
135.197354468073,5.9021349630593,8.384109,3.962398,-6323.146,-1505.655,0.03281499,10.4830499753425,-2.55261540412903,0.00960000045597553
133.677521445029,4.19383877648591,3.073107,1.859963,-3869.452,-478.0128,0.06886077,10.6379840347074,-1.98314702510834,0.00960000045597553
