1.0 2.028737651767397e-18
2.0 2.018514580468653e-18
3.0 2.012380737689406e-18
4.0 1.9758334217738734e-18
5.0 1.9653342029507888e-18
6.0 1.9283869871047283e-18
7.0 2.0185227934758202e-18
8.0 2.1687491374276403e-18
9.0 2.5329660112412498e-18
10.0 2.7514961355294154e-18
11.0 2.8808815944633097e-18
12.0 2.828892175170215e-18
13.0 2.3355807811846556e-18
14.0 2.3011011463942032e-18
15.0 2.243635088410116e-18
16.0 2.0665761968263337e-18
17.0 1.9603408618760645e-18
18.0 1.5125023059610915e-18
19.0 1.3964516145795834e-18
20.0 1.0319353308239998e-18
21.0 9.965469152041551e-19
22.0 9.375662225044142e-19
23.0 9.149639543837387e-19
24.0 9.014025935113335e-19
25.0 8.442601748297818e-19
26.0 8.207639706418099e-19
27.0 7.134329600075579e-19
28.0 6.65072533608798e-19
29.0 5.844718229441981e-19
30.0 5.3128631685533385e-19
31.0 4.993750132020152e-19
32.0 4.407414622046575e-19
33.0 4.258453835417945e-19
34.0 3.8020638389911086e-19
35.0 3.6288854599522296e-19
36.0 3.3402548282207653e-19
37.0 3.108144401248476e-19
