1.0 59923477.08613364
2.0 59677188.04533696
3.0 59529414.62085896
4.0 59197157.283220224
5.0 59098917.66136922
6.0 58743497.64605096
7.0 58627458.397660255
8.0 58434059.650342435
9.0 58099930.80808912
10.0 57899453.502737135
11.0 56694006.14815998
12.0 55834735.21805247
13.0 51025286.061877005
14.0 50678486.172334805
15.0 50100486.35643115
16.0 50345480.80390114
17.0 50492477.47238314
18.0 49976610.45195559
19.0 50414653.707516946
20.0 53996823.51687403
21.0 58093061.80374355
22.0 64920125.61519275
23.0 71654552.32775322
24.0 75695208.35528949
25.0 78852712.65213218
26.0 79309005.95970365
27.0 79345554.81586118
28.0 79040264.94087356
29.0 78531448.48256089
30.0 78383238.74121815
31.0 78294312.89641249
32.0 79045715.75776814
33.0 79339405.60467103
34.0 80643831.6716356
35.0 80846107.29844427
36.0 81183233.34312536
37.0 81608306.07949147
