1.0 2082.8891157672947
2.0 3298.2054629122867
3.0 4027.395271199282
4.0 402602.9229057437
5.0 448611.29552539624
6.0 372094.3762284195
7.0 246289.34557201574
8.0 36614.29447800942
9.0 17197.343974196698
10.0 5547.173671909066
11.0 1794.0213445120696
12.0 1123.6068644263066
13.0 183.85783122296186
14.0 128.5483921476546
15.0 36.365993688809134
16.0 27.213579793022625
17.0 21.722131455550723
18.0 15.999625189286052
19.0 15.009511685402403
20.0 13.801223424481536
21.0 14.593292990144
22.0 15.913408932914772
23.0 20.10512242070944
24.0 22.62015051338624
25.0 50.47464959892079
26.0 88.79362475504324
27.0 329.17195176236584
28.0 3312.28004219297
29.0 8284.12685957731
30.0 72673.46123482406
31.0 111307.06185997212
32.0 61091.06921582352
33.0 49302.42251126124
34.0 16997.8882234739
35.0 18633.18933870931
36.0 21358.691197435
37.0 31462.23066770413
