1.0 1.949879729367466e-18
2.0 1.9675630994362998e-18
3.0 1.9781731214776e-18
4.0 1.9970772116299557e-18
5.0 2.0047356038183574e-18
6.0 2.039440258984814e-18
7.0 2.0461661400245914e-18
8.0 2.0573759417575536e-18
9.0 2.0717685421610747e-18
10.0 2.080404102403187e-18
11.0 2.1022762595027198e-18
12.0 2.1069454895783983e-18
13.0 2.1177579430086153e-18
14.0 2.1186722461996716e-18
15.0 2.1201960848514318e-18
16.0 2.206595038336636e-18
17.0 2.258434410427758e-18
18.0 2.9138163850075705e-18
19.0 3.015486363135426e-18
20.0 3.071794235450602e-18
21.0 2.9969441478641415e-18
22.0 2.872194001886707e-18
23.0 2.7703362711142437e-18
24.0 2.709221632650766e-18
25.0 2.2869235584700308e-18
26.0 2.1340015556363625e-18
27.0 1.4858456099814193e-18
28.0 1.3069820500416022e-18
29.0 1.008876116808574e-18
30.0 9.41725691064043e-19
31.0 9.014354356173243e-19
32.0 8.683209107989586e-19
33.0 8.578826043111642e-19
34.0 8.179289837149697e-19
35.0 7.84986368603009e-19
36.0 7.300820100830744e-19
37.0 6.465638571607883e-19
