1.0 56023687.07945198
2.0 55761426.29865966
3.0 55604069.830184266
4.0 55256061.05873404
5.0 55136897.74889664
6.0 54650763.35148516
7.0 54560520.84507886
8.0 54410116.66773504
9.0 54249837.25091917
10.0 54153669.60082965
11.0 53955770.1925645
12.0 53903588.33738016
13.0 53736214.759354964
14.0 53643461.46417749
15.0 53488872.638881706
16.0 52591743.21444196
17.0 52053465.55977812
18.0 47046195.280457884
19.0 46110136.54877941
20.0 44564995.706350334
21.0 44465338.500395656
22.0 44299243.15713785
23.0 44787982.51887685
24.0 45081226.13592025
25.0 48967623.07040517
26.0 50763703.0674743
27.0 59449866.11247325
28.0 63594262.63111756
29.0 70501590.1621914
30.0 72214413.89192
31.0 73242108.12975717
32.0 72987636.21899138
33.0 72962290.38691524
34.0 73039341.47314803
35.0 73675122.52867904
36.0 74734757.62123074
37.0 77268020.53031003
